date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
2021-03-21,California,State,Beta,1.0,0.47,1.42857142857,0.320204931156
2021-03-21,California,State,Gamma,6.0,2.83,8.57142857142,1.921229586936
2021-03-22,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-22,California,State,Other,171.0,33.93,138.85714285714,30.441590980269
2021-03-22,California,State,Beta,1.0,0.2,1.57142857142,0.344503601629
2021-03-22,California,State,Delta,0.0,0.0,0.14285714285,0.031318509239
2021-03-22,California,State,Alpha,134.0,26.59,110.57142857142,24.240526150955
2021-03-22,California,State,Lambda,0.0,0.0,0.28571428571,0.062637018478
2021-03-22,California,State,Gamma,6.0,1.19,8.28571428571,1.81647353586
2021-03-22,California,State,Epsilon,192.0,38.1,196.42857142857,43.06295020357
2021-03-22,California,State,Total,504.0,100.0,456.14285714285,100.0
2021-03-22,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-23,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-23,California,State,Lambda,0.0,0.0,0.28571428571,0.06478781989
2021-03-23,California,State,Total,435.0,100.0,441.0,100.0
2021-03-23,California,State,Epsilon,187.0,42.99,187.14285714285,42.436022027859
2021-03-23,California,State,Gamma,18.0,4.14,8.85714285714,2.008422416586
2021-03-23,California,State,Delta,0.0,0.0,0.0,0.0
2021-03-23,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-23,California,State,Other,137.0,31.49,137.42857142857,31.162941367023
2021-03-23,California,State,Beta,1.0,0.23,1.71428571428,0.388726919339
2021-03-23,California,State,Alpha,92.0,21.15,105.57142857142,23.939099449304
2021-03-24,California,State,Alpha,141.0,27.38,103.57142857142,24.038461538462
2021-03-24,California,State,Other,109.0,21.17,126.14285714285,29.277188328912
2021-03-24,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-24,California,State,Lambda,0.0,0.0,0.14285714285,0.033156498674
2021-03-24,California,State,Epsilon,246.0,47.77,188.71428571428,43.799734748011
2021-03-24,California,State,Delta,2.0,0.39,0.28571428571,0.066312997347
2021-03-24,California,State,Beta,2.0,0.39,1.57142857142,0.364721485411
2021-03-24,California,State,Total,515.0,100.0,430.85714285714,100.0
2021-03-24,California,State,Gamma,15.0,2.91,10.42857142857,2.420424403183
2021-03-24,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-25,California,State,Lambda,0.0,0.0,0.14285714285,0.034340659341
2021-03-25,California,State,Total,429.0,100.0,416.0,100.0
2021-03-25,California,State,Alpha,132.0,30.77,108.71428571428,26.133241758242
2021-03-25,California,State,Other,120.0,27.97,116.42857142857,27.987637362637
2021-03-25,California,State,Gamma,13.0,3.03,11.0,2.644230769231
2021-03-25,California,State,Beta,2.0,0.47,1.42857142857,0.343406593407
2021-03-25,California,State,Delta,0.0,0.0,0.28571428571,0.068681318681
2021-03-25,California,State,Epsilon,162.0,37.76,178.0,42.788461538462
2021-03-25,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-25,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-26,California,State,Total,424.0,100.0,408.42857142857,100.0
2021-03-26,California,State,Gamma,19.0,4.48,12.14285714285,2.973067506121
2021-03-26,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-26,California,State,Other,128.0,30.19,114.42857142857,28.016789087093
2021-03-26,California,State,Delta,0.0,0.0,0.28571428571,0.069954529556
2021-03-26,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-26,California,State,Epsilon,139.0,32.78,169.71428571428,41.552990556139
2021-03-26,California,State,Alpha,133.0,31.37,109.85714285714,26.897516614201
2021-03-26,California,State,Beta,4.0,0.94,1.85714285714,0.454704442113
2021-03-26,California,State,Lambda,1.0,0.24,0.14285714285,0.034977264778
2021-03-27,California,State,Beta,4.0,1.23,2.14285714285,0.527426160338
2021-03-27,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-27,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-27,California,State,Alpha,91.0,28.0,110.14285714285,27.10970464135
2021-03-27,California,State,Other,77.0,23.69,113.0,27.8129395218
2021-03-27,California,State,Epsilon,140.0,43.08,167.71428571428,41.279887482419
2021-03-27,California,State,Total,325.0,100.0,406.28571428571,100.0
2021-03-27,California,State,Lambda,0.0,0.0,0.14285714285,0.035161744023
2021-03-27,California,State,Delta,0.0,0.0,0.28571428571,0.070323488045
2021-03-27,California,State,Gamma,13.0,4.0,12.85714285714,3.164556962025
2021-03-28,California,State,Other,58.0,31.35,114.28571428571,28.399006034789
2021-03-28,California,State,Gamma,6.0,3.24,12.85714285714,3.194888178914
2021-03-28,California,State,Alpha,53.0,28.65,110.85714285714,27.547035853745
2021-03-28,California,State,Beta,2.0,1.08,2.28571428571,0.567980120696
2021-03-28,California,State,Total,185.0,100.0,402.42857142857,100.0
2021-03-28,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-28,California,State,Lambda,0.0,0.0,0.14285714285,0.035498757543
2021-03-28,California,State,Delta,0.0,0.0,0.28571428571,0.070997515087
2021-03-28,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-28,California,State,Epsilon,66.0,35.68,161.71428571428,40.184593539226
2021-03-29,California,State,Total,442.0,100.0,393.57142857142,100.0
2021-03-29,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-29,California,State,Other,123.0,27.83,107.42857142857,27.295825771325
2021-03-29,California,State,Alpha,152.0,34.39,113.42857142857,28.820326678766
2021-03-29,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-29,California,State,Gamma,19.0,4.3,14.71428571428,3.738656987296
2021-03-29,California,State,Lambda,0.0,0.0,0.14285714285,0.036297640653
2021-03-29,California,State,Epsilon,140.0,31.67,154.28571428571,39.201451905626
2021-03-29,California,State,Beta,8.0,1.81,3.28571428571,0.834845735027
2021-03-29,California,State,Delta,0.0,0.0,0.28571428571,0.072595281307
2021-03-30,California,State,Delta,1.0,0.2,0.42857142857,0.106269925611
2021-03-30,California,State,Lambda,2.0,0.4,0.42857142857,0.106269925611
2021-03-30,California,State,Gamma,25.0,4.97,15.71428571428,3.896563939072
2021-03-30,California,State,Alpha,145.0,28.83,121.0,30.003542330854
2021-03-30,California,State,Other,134.0,26.64,107.0,26.532058094226
2021-03-30,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-30,California,State,Beta,4.0,0.8,3.71428571428,0.921006021962
2021-03-30,California,State,Epsilon,192.0,38.17,155.0,38.434289762664
2021-03-30,California,State,Total,503.0,100.0,403.28571428571,100.0
2021-03-30,California,State,Mu,0.0,0.0,0.0,0.0
2021-03-31,California,State,Total,410.0,100.0,388.28571428571,100.0
2021-03-31,California,State,Gamma,18.0,4.39,16.14285714285,4.157468727005
2021-03-31,California,State,Epsilon,127.0,30.98,138.0,35.540838852097
2021-03-31,California,State,Omicron,0.0,0.0,0.0,0.0
2021-03-31,California,State,Mu,1.0,0.24,0.14285714285,0.036791758646
2021-03-31,California,State,Beta,1.0,0.24,3.57142857142,0.919793966152
2021-03-31,California,State,Alpha,164.0,40.0,124.28571428571,32.008830022075
2021-03-31,California,State,Lambda,0.0,0.0,0.42857142857,0.110375275938
2021-03-31,California,State,Other,98.0,23.9,105.42857142857,27.152317880795
2021-03-31,California,State,Delta,1.0,0.24,0.28571428571,0.073583517292
2021-04-01,California,State,Other,76.0,20.21,99.14285714285,26.041275797373
2021-04-01,California,State,Beta,2.0,0.53,3.57142857142,0.93808630394
2021-04-01,California,State,Epsilon,125.0,33.24,132.71428571428,34.859287054409
2021-04-01,California,State,Alpha,157.0,41.76,127.85714285714,33.583489681051
2021-04-01,California,State,Delta,1.0,0.27,0.42857142857,0.112570356473
2021-04-01,California,State,Lambda,0.0,0.0,0.42857142857,0.112570356473
2021-04-01,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-01,California,State,Total,376.0,100.0,380.71428571428,100.0
2021-04-01,California,State,Mu,0.0,0.0,0.14285714285,0.037523452158
2021-04-01,California,State,Gamma,15.0,3.99,16.42857142857,4.315196998124
2021-04-02,California,State,Mu,0.0,0.0,0.14285714285,0.036737692873
2021-04-02,California,State,Delta,0.0,0.0,0.42857142857,0.110213078619
2021-04-02,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-02,California,State,Total,481.0,100.0,388.85714285714,100.0
2021-04-02,California,State,Alpha,186.0,38.67,135.42857142857,34.827332843497
2021-04-02,California,State,Gamma,34.0,7.07,18.57142857142,4.775900073475
2021-04-02,California,State,Other,116.0,24.12,97.42857142857,25.055106539309
2021-04-02,California,State,Lambda,0.0,0.0,0.28571428571,0.073475385746
2021-04-02,California,State,Epsilon,141.0,29.31,133.0,34.202792064658
2021-04-02,California,State,Beta,4.0,0.83,3.57142857142,0.918442321822
2021-04-03,California,State,Gamma,20.0,6.33,19.57142857142,5.049760412827
2021-04-03,California,State,Total,316.0,100.0,387.57142857142,100.0
2021-04-03,California,State,Alpha,118.0,37.34,139.28571428571,35.938075930704
2021-04-03,California,State,Epsilon,103.0,32.59,127.71428571428,32.952451161076
2021-04-03,California,State,Beta,3.0,0.95,3.42857142857,0.884629561371
2021-04-03,California,State,Mu,0.0,0.0,0.14285714285,0.036859565057
2021-04-03,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-03,California,State,Lambda,0.0,0.0,0.28571428571,0.073719130114
2021-04-03,California,State,Other,72.0,22.78,96.71428571428,24.953925543679
2021-04-03,California,State,Delta,0.0,0.0,0.42857142857,0.110578695171
2021-04-04,California,State,Lambda,0.0,0.0,0.28571428571,0.073719130114
2021-04-04,California,State,Other,36.0,19.46,93.57142857142,24.143015112422
2021-04-04,California,State,Alpha,97.0,52.43,145.57142857142,37.559896793218
2021-04-04,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-04,California,State,Gamma,21.0,11.35,21.71428571428,5.602653888684
2021-04-04,California,State,Epsilon,30.0,16.22,122.57142857142,31.62550681902
2021-04-04,California,State,Mu,0.0,0.0,0.14285714285,0.036859565057
2021-04-04,California,State,Beta,1.0,0.54,3.28571428571,0.847769996314
2021-04-04,California,State,Delta,0.0,0.0,0.42857142857,0.110578695171
2021-04-04,California,State,Total,185.0,100.0,387.57142857142,100.0
2021-04-05,California,State,Gamma,27.0,4.7,22.85714285714,5.621925509487
2021-04-05,California,State,Other,153.0,26.61,97.85714285714,24.068868587491
2021-04-05,California,State,Beta,2.0,0.35,2.42857142857,0.597329585383
2021-04-05,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-05,California,State,Lambda,0.0,0.0,0.28571428571,0.070274068869
2021-04-05,California,State,Alpha,220.0,38.26,155.28571428571,38.193956430077
2021-04-05,California,State,Total,575.0,100.0,406.57142857142,100.0
2021-04-05,California,State,Epsilon,171.0,29.74,127.0,31.236823612087
2021-04-05,California,State,Mu,0.0,0.0,0.14285714285,0.035137034434
2021-04-05,California,State,Delta,2.0,0.35,0.71428571428,0.175685172171
2021-04-06,California,State,Alpha,200.0,40.49,163.14285714285,40.253789213958
2021-04-06,California,State,Delta,4.0,0.81,1.14285714285,0.281988015509
2021-04-06,California,State,Lambda,1.0,0.2,0.14285714285,0.035248501939
2021-04-06,California,State,Epsilon,129.0,26.11,118.0,29.115262601339
2021-04-06,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-06,California,State,Mu,0.0,0.0,0.14285714285,0.035248501939
2021-04-06,California,State,Gamma,18.0,3.64,21.85714285714,5.393020796616
2021-04-06,California,State,Beta,5.0,1.01,2.57142857142,0.634473034896
2021-04-06,California,State,Other,137.0,27.73,98.28571428571,24.250969333803
2021-04-06,California,State,Total,494.0,100.0,405.28571428571,100.0
2021-04-07,California,State,Lambda,2.0,0.42,0.42857142857,0.103483959986
2021-04-07,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-07,California,State,Total,472.0,100.0,414.14285714285,100.0
2021-04-07,California,State,Epsilon,133.0,28.18,118.85714285714,28.699551569507
2021-04-07,California,State,Beta,0.0,0.0,2.42857142857,0.586409106588
2021-04-07,California,State,Gamma,29.0,6.14,23.42857142857,5.657123145912
2021-04-07,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-07,California,State,Alpha,210.0,44.49,169.71428571428,40.979648154536
2021-04-07,California,State,Delta,1.0,0.21,1.14285714285,0.27595722663
2021-04-07,California,State,Other,97.0,20.55,98.14285714285,23.69782683684
2021-04-08,California,State,Total,374.0,100.0,413.85714285714,100.0
2021-04-08,California,State,Alpha,208.0,55.61,177.0,42.76838108388
2021-04-08,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-08,California,State,Epsilon,64.0,17.11,110.14285714285,26.613738350017
2021-04-08,California,State,Gamma,36.0,9.63,26.42857142857,6.385916465309
2021-04-08,California,State,Other,66.0,17.65,96.71428571428,23.369002416293
2021-04-08,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-08,California,State,Beta,0.0,0.0,2.14285714285,0.517777010701
2021-04-08,California,State,Delta,0.0,0.0,1.0,0.24162927166
2021-04-08,California,State,Lambda,0.0,0.0,0.42857142857,0.10355540214
2021-04-09,California,State,Gamma,29.0,7.61,25.71428571428,6.435466571326
2021-04-09,California,State,Alpha,186.0,48.82,177.0,44.297461565964
2021-04-09,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-09,California,State,Epsilon,82.0,21.52,101.71428571428,25.455845548802
2021-04-09,California,State,Beta,3.0,0.79,2.0,0.500536288881
2021-04-09,California,State,Total,381.0,100.0,399.57142857142,100.0
2021-04-09,California,State,Other,79.0,20.73,91.42857142857,22.881658920272
2021-04-09,California,State,Delta,0.0,0.0,1.0,0.25026814444
2021-04-09,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-09,California,State,Lambda,2.0,0.52,0.71428571428,0.178762960315
2021-04-10,California,State,Alpha,162.0,54.55,183.28571428571,46.18430525558
2021-04-10,California,State,Epsilon,64.0,21.55,96.14285714285,24.226061915047
2021-04-10,California,State,Lambda,0.0,0.0,0.71428571428,0.179985601152
2021-04-10,California,State,Total,297.0,100.0,396.85714285714,100.0
2021-04-10,California,State,Delta,0.0,0.0,1.0,0.251979841613
2021-04-10,California,State,Other,49.0,16.5,88.14285714285,22.210223182145
2021-04-10,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-10,California,State,Gamma,22.0,7.41,26.0,6.551475881929
2021-04-10,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-10,California,State,Beta,0.0,0.0,1.57142857142,0.395968322534
2021-04-11,California,State,Alpha,125.0,56.82,187.28571428571,46.605047991468
2021-04-11,California,State,Lambda,0.0,0.0,0.71428571428,0.177746178457
2021-04-11,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-11,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-11,California,State,Epsilon,27.0,12.27,95.71428571428,23.81798791326
2021-04-11,California,State,Total,220.0,100.0,401.85714285714,100.0
2021-04-11,California,State,Beta,1.0,0.45,1.57142857142,0.391041592606
2021-04-11,California,State,Gamma,22.0,10.0,26.14285714285,6.505510131532
2021-04-11,California,State,Other,42.0,19.09,89.0,22.147173835763
2021-04-11,California,State,Delta,3.0,1.36,1.42857142857,0.355492356914
2021-04-12,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-12,California,State,Gamma,31.0,7.26,26.71428571428,7.016885553471
2021-04-12,California,State,Lambda,1.0,0.23,0.85714285714,0.225140712946
2021-04-12,California,State,Total,427.0,100.0,380.71428571428,100.0
2021-04-12,California,State,Delta,7.0,1.64,2.14285714285,0.562851782364
2021-04-12,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-12,California,State,Other,105.0,24.59,82.14285714285,21.575984990619
2021-04-12,California,State,Beta,1.0,0.23,1.42857142857,0.375234521576
2021-04-12,California,State,Epsilon,86.0,20.14,83.57142857142,21.951219512195
2021-04-12,California,State,Alpha,196.0,45.9,183.85714285714,48.292682926829
2021-04-13,California,State,Other,100.0,21.69,76.85714285714,20.440729483283
2021-04-13,California,State,Lambda,1.0,0.22,0.85714285714,0.227963525836
2021-04-13,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-13,California,State,Epsilon,86.0,18.66,77.42857142857,20.592705167173
2021-04-13,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-13,California,State,Delta,6.0,1.3,2.42857142857,0.645896656535
2021-04-13,California,State,Gamma,42.0,9.11,30.14285714285,8.016717325228
2021-04-13,California,State,Beta,3.0,0.65,1.14285714285,0.303951367781
2021-04-13,California,State,Alpha,223.0,48.37,187.14285714285,49.772036474164
2021-04-13,California,State,Total,461.0,100.0,376.0,100.0
2021-04-14,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-14,California,State,Gamma,30.0,6.9,30.28571428571,8.169556840077
2021-04-14,California,State,Total,435.0,100.0,370.71428571428,100.0
2021-04-14,California,State,Delta,3.0,0.69,2.71428571428,0.732177263969
2021-04-14,California,State,Beta,0.0,0.0,1.14285714285,0.308285163776
2021-04-14,California,State,Epsilon,69.0,15.86,68.28571428571,18.420038535645
2021-04-14,California,State,Other,84.0,19.31,75.0,20.231213872832
2021-04-14,California,State,Lambda,1.0,0.23,0.71428571428,0.19267822736
2021-04-14,California,State,Alpha,248.0,57.01,192.57142857142,51.946050096339
2021-04-14,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-15,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-15,California,State,Delta,7.0,1.65,3.71428571428,0.98261526833
2021-04-15,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-15,California,State,Lambda,0.0,0.0,0.71428571428,0.188964474679
2021-04-15,California,State,Total,425.0,100.0,378.0,100.0
2021-04-15,California,State,Gamma,35.0,8.24,30.14285714285,7.974300831444
2021-04-15,California,State,Beta,2.0,0.47,1.42857142857,0.377928949358
2021-04-15,California,State,Other,79.0,18.59,76.85714285714,20.332577475435
2021-04-15,California,State,Epsilon,83.0,19.53,71.0,18.783068783069
2021-04-15,California,State,Alpha,219.0,51.53,194.14285714285,51.360544217687
2021-04-16,California,State,Total,427.0,100.0,384.57142857142,100.0
2021-04-16,California,State,Lambda,3.0,0.7,0.85714285714,0.222882615156
2021-04-16,California,State,Delta,6.0,1.41,4.57142857142,1.188707280832
2021-04-16,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-16,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-16,California,State,Other,76.0,17.8,76.42857142857,19.873699851412
2021-04-16,California,State,Beta,5.0,1.17,1.71428571428,0.445765230312
2021-04-16,California,State,Alpha,223.0,52.22,199.42857142857,51.8573551263
2021-04-16,California,State,Epsilon,76.0,17.8,70.14285714285,18.239227340267
2021-04-16,California,State,Gamma,38.0,8.9,31.42857142857,8.172362555721
2021-04-17,California,State,Other,46.0,19.33,76.0,20.205089251804
2021-04-17,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-17,California,State,Beta,6.0,2.52,2.57142857142,0.683630839347
2021-04-17,California,State,Gamma,29.0,12.18,32.42857142857,8.621344473984
2021-04-17,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-17,California,State,Alpha,120.0,50.42,193.42857142857,51.424230915306
2021-04-17,California,State,Total,238.0,100.0,376.14285714285,100.0
2021-04-17,California,State,Delta,3.0,1.26,5.0,1.329282187619
2021-04-17,California,State,Lambda,0.0,0.0,0.85714285714,0.227876946449
2021-04-17,California,State,Epsilon,34.0,14.29,65.85714285714,17.508545385492
2021-04-18,California,State,Lambda,0.0,0.0,0.85714285714,0.232018561485
2021-04-18,California,State,Alpha,91.0,52.6,188.57142857142,51.044083526682
2021-04-18,California,State,Beta,0.0,0.0,2.42857142857,0.657385924207
2021-04-18,California,State,Epsilon,16.0,9.25,64.28571428571,17.401392111369
2021-04-18,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-18,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-18,California,State,Total,173.0,100.0,369.42857142857,100.0
2021-04-18,California,State,Gamma,28.0,16.18,33.28571428571,9.010054137664
2021-04-18,California,State,Other,35.0,20.23,75.0,20.30162412993
2021-04-18,California,State,Delta,3.0,1.73,5.0,1.353441608662
2021-04-19,California,State,Other,80.0,19.75,71.42857142857,19.500780031201
2021-04-19,California,State,Total,405.0,100.0,366.28571428571,100.0
2021-04-19,California,State,Alpha,217.0,53.58,191.57142857142,52.301092043682
2021-04-19,California,State,Lambda,3.0,0.74,1.14285714285,0.312012480499
2021-04-19,California,State,Epsilon,53.0,13.09,59.57142857142,16.263650546022
2021-04-19,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-19,California,State,Delta,11.0,2.72,5.57142857142,1.521060842434
2021-04-19,California,State,Beta,1.0,0.25,2.42857142857,0.663026521061
2021-04-19,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-19,California,State,Gamma,40.0,9.88,34.57142857142,9.438377535101
2021-04-20,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-20,California,State,Gamma,29.0,7.92,32.71428571428,9.275010125557
2021-04-20,California,State,Other,71.0,19.4,67.28571428571,19.076549210207
2021-04-20,California,State,Delta,14.0,3.83,6.71428571428,1.903604698258
2021-04-20,California,State,Beta,5.0,1.37,2.71428571428,0.769542324828
2021-04-20,California,State,Epsilon,24.0,6.56,50.71428571428,14.378290805994
2021-04-20,California,State,Lambda,2.0,0.55,1.28571428571,0.364520048603
2021-04-20,California,State,Alpha,221.0,60.38,191.28571428571,54.232482786553
2021-04-20,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-20,California,State,Total,366.0,100.0,352.71428571428,100.0
2021-04-21,California,State,Lambda,0.0,0.0,1.14285714285,0.338552687262
2021-04-21,California,State,Mu,0.0,0.0,0.0,0.0
2021-04-21,California,State,Delta,6.0,1.82,7.14285714285,2.115954295387
2021-04-21,California,State,Alpha,187.0,56.84,182.57142857142,54.083791790097
2021-04-21,California,State,Other,69.0,20.97,65.14285714285,19.297503173931
2021-04-21,California,State,Epsilon,35.0,10.64,45.85714285714,13.584426576386
2021-04-21,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-21,California,State,Beta,1.0,0.3,2.85714285714,0.846381718155
2021-04-21,California,State,Gamma,31.0,9.42,32.85714285714,9.733389758781
2021-04-21,California,State,Total,329.0,100.0,337.57142857142,100.0
2021-04-22,California,State,Lambda,1.0,0.29,1.28571428571,0.39352864014
2021-04-22,California,State,Delta,10.0,2.87,7.57142857142,2.31744643638
2021-04-22,California,State,Epsilon,37.0,10.6,39.28571428571,12.024486226498
2021-04-22,California,State,Mu,1.0,0.29,0.14285714285,0.04372540446
2021-04-22,California,State,Other,83.0,23.78,65.71428571428,20.113686051596
2021-04-22,California,State,Beta,3.0,0.86,3.0,0.91823349366
2021-04-22,California,State,Total,349.0,100.0,326.71428571428,100.0
2021-04-22,California,State,Gamma,31.0,8.88,32.28571428571,9.881941407958
2021-04-22,California,State,Alpha,183.0,52.44,177.42857142857,54.306952339309
2021-04-22,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-23,California,State,Epsilon,53.0,14.6,36.0,11.336032388664
2021-04-23,California,State,Lambda,4.0,1.1,1.42857142857,0.449842555106
2021-04-23,California,State,Delta,9.0,2.48,8.0,2.519118308592
2021-04-23,California,State,Beta,3.0,0.83,2.71428571428,0.854700854701
2021-04-23,California,State,Other,64.0,17.63,64.0,20.152946468736
2021-04-23,California,State,Gamma,32.0,8.82,31.42857142857,9.896536212326
2021-04-23,California,State,Mu,0.0,0.0,0.14285714285,0.044984255511
2021-04-23,California,State,Total,363.0,100.0,317.57142857142,100.0
2021-04-23,California,State,Alpha,198.0,54.55,173.85714285714,54.745838956365
2021-04-23,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-24,California,State,Lambda,3.0,2.17,1.85714285714,0.612341026849
2021-04-24,California,State,Gamma,9.0,6.52,28.57142857142,9.420631182289
2021-04-24,California,State,Beta,0.0,0.0,1.85714285714,0.612341026849
2021-04-24,California,State,Total,138.0,100.0,303.28571428571,100.0
2021-04-24,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-24,California,State,Other,26.0,18.84,61.14285714285,20.160150730099
2021-04-24,California,State,Alpha,82.0,59.42,168.42857142857,55.534620819595
2021-04-24,California,State,Mu,0.0,0.0,0.14285714285,0.047103155911
2021-04-24,California,State,Delta,5.0,3.62,8.28571428571,2.731983042864
2021-04-24,California,State,Epsilon,13.0,9.42,33.0,10.880829015544
2021-04-25,California,State,Mu,0.0,0.0,0.14285714285,0.048030739673
2021-04-25,California,State,Delta,8.0,6.06,9.0,3.025936599424
2021-04-25,California,State,Epsilon,11.0,8.33,32.28571428571,10.854947166186
2021-04-25,California,State,Alpha,68.0,51.52,165.14285714285,55.52353506244
2021-04-25,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-25,California,State,Other,34.0,25.76,61.0,20.509125840538
2021-04-25,California,State,Lambda,1.0,0.76,2.0,0.672430355427
2021-04-25,California,State,Beta,0.0,0.0,1.85714285714,0.624399615754
2021-04-25,California,State,Gamma,10.0,7.58,26.0,8.741594620557
2021-04-25,California,State,Total,132.0,100.0,297.42857142857,100.0
2021-04-26,California,State,Epsilon,34.0,8.88,29.57142857142,10.04854368932
2021-04-26,California,State,Alpha,221.0,57.7,165.71428571428,56.31067961165
2021-04-26,California,State,Lambda,5.0,1.31,2.28571428571,0.776699029126
2021-04-26,California,State,Gamma,35.0,9.14,25.28571428571,8.592233009709
2021-04-26,California,State,Total,383.0,100.0,294.28571428571,100.0
2021-04-26,California,State,Other,74.0,19.32,60.14285714285,20.436893203883
2021-04-26,California,State,Delta,11.0,2.87,9.0,3.058252427184
2021-04-26,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-26,California,State,Beta,3.0,0.78,2.14285714285,0.728155339806
2021-04-26,California,State,Mu,0.0,0.0,0.14285714285,0.04854368932
2021-04-27,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-27,California,State,Total,362.0,100.0,293.71428571428,100.0
2021-04-27,California,State,Beta,1.0,0.28,1.57142857142,0.535019455253
2021-04-27,California,State,Gamma,28.0,7.73,25.14285714285,8.560311284047
2021-04-27,California,State,Epsilon,32.0,8.84,30.71428571428,10.45719844358
2021-04-27,California,State,Delta,13.0,3.59,8.85714285714,3.015564202335
2021-04-27,California,State,Mu,3.0,0.83,0.57142857142,0.194552529183
2021-04-27,California,State,Alpha,207.0,57.18,163.71428571428,55.739299610895
2021-04-27,California,State,Other,75.0,20.72,60.71428571428,20.671206225681
2021-04-27,California,State,Lambda,3.0,0.83,2.42857142857,0.826848249027
2021-04-28,California,State,Mu,1.0,0.24,0.71428571428,0.232991612302
2021-04-28,California,State,Alpha,217.0,51.79,168.0,54.79962721342
2021-04-28,California,State,Delta,16.0,3.82,10.28571428571,3.355079217148
2021-04-28,California,State,Total,419.0,100.0,306.57142857142,100.0
2021-04-28,California,State,Beta,5.0,1.19,2.14285714285,0.698974836906
2021-04-28,California,State,Gamma,42.0,10.02,26.71428571428,8.713886300093
2021-04-28,California,State,Omicron,0.0,0.0,0.0,0.0
2021-04-28,California,State,Epsilon,39.0,9.31,31.28571428571,10.205032618826
2021-04-28,California,State,Other,93.0,22.2,64.14285714285,20.922646784716
2021-04-28,California,State,Lambda,6.0,1.43,3.28571428571,1.071761416589
2021-04-29,California,State,Lambda,2.0,0.52,3.42857142857,1.099404489235
2021-04-29,California,State,Other,80.0,20.73,63.71428571428,20.430600091617
2021-04-29,California,State,Delta,23.0,5.96,12.14285714285,3.893724232707
2021-04-29,California,State,Total,386.0,100.0,311.85714285714,100.0
2021-04-29,California,State,Alpha,202.0,52.33,170.71428571428,54.741181859826
2021-04-29,California,State,Mu,0.0,0.0,0.57142857142,0.183234081539
2021-04-29,California,State,Gamma,33.0,8.55,27.0,8.657810352726
