date,area,area_type,variant_name,specimens,percentage,specimens_7d_avg,percentage_7d_avg
2021-08-06,California,State,Delta,2882.0,98.16,2709.57142857142,97.954862366369
2021-08-06,California,State,Total,2936.0,100.0,2766.14285714285,100.0
2021-08-06,California,State,Mu,12.0,0.41,12.28571428571,0.444146051748
2021-08-06,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-07,California,State,Total,2140.0,100.0,2785.71428571428,100.0
2021-08-07,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-07,California,State,Omicron,0.0,0.0,0.0,0.0
2021-08-07,California,State,Mu,10.0,0.47,9.57142857142,0.34358974359
2021-08-07,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-07,California,State,Other,5.0,0.23,17.0,0.610256410256
2021-08-07,California,State,Gamma,14.0,0.65,14.71428571428,0.528205128205
2021-08-07,California,State,Alpha,3.0,0.14,8.85714285714,0.317948717949
2021-08-07,California,State,Delta,2107.0,98.46,2734.14285714285,98.148717948718
2021-08-07,California,State,Lambda,1.0,0.05,1.42857142857,0.051282051282
2021-08-08,California,State,Gamma,5.0,0.69,14.57142857142,0.531001093238
2021-08-08,California,State,Delta,709.0,97.79,2692.57142857142,98.120672601385
2021-08-08,California,State,Total,725.0,100.0,2744.14285714285,100.0
2021-08-08,California,State,Lambda,0.0,0.0,1.42857142857,0.05205893071
2021-08-08,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-08,California,State,Alpha,2.0,0.28,8.57142857142,0.312353584257
2021-08-08,California,State,Omicron,0.0,0.0,0.0,0.0
2021-08-08,California,State,Mu,1.0,0.14,9.57142857142,0.348794835754
2021-08-08,California,State,Other,8.0,1.1,17.42857142857,0.635118954657
2021-08-08,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-09,California,State,Delta,3441.0,98.88,2724.85714285714,98.253747488796
2021-08-09,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-09,California,State,Lambda,2.0,0.06,1.57142857142,0.056663060836
2021-08-09,California,State,Mu,4.0,0.11,8.71428571428,0.31422242827
2021-08-09,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-09,California,State,Alpha,6.0,0.17,7.0,0.252408180086
2021-08-09,California,State,Other,14.0,0.4,16.85714285714,0.607840107145
2021-08-09,California,State,Omicron,1.0,0.03,0.14285714285,0.005151187349
2021-08-09,California,State,Total,3480.0,100.0,2773.28571428571,100.0
2021-08-09,California,State,Gamma,12.0,0.34,14.14285714285,0.50996754752
2021-08-10,California,State,Omicron,1.0,0.03,0.28571428571,0.010497034588
2021-08-10,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-10,California,State,Mu,10.0,0.31,8.0,0.293916968456
2021-08-10,California,State,Alpha,5.0,0.15,6.0,0.220437726342
2021-08-10,California,State,Lambda,1.0,0.03,1.28571428571,0.047236655645
2021-08-10,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-10,California,State,Gamma,9.0,0.28,13.85714285714,0.509106177505
2021-08-10,California,State,Other,10.0,0.31,15.28571428571,0.561591350443
2021-08-10,California,State,Delta,3223.0,98.9,2677.14285714285,98.35721408702
2021-08-10,California,State,Total,3259.0,100.0,2721.85714285714,100.0
2021-08-11,California,State,Lambda,0.0,0.0,0.85714285714,0.031836994588
2021-08-11,California,State,Delta,2945.0,99.19,2654.28571428571,98.588559906611
2021-08-11,California,State,Total,2969.0,100.0,2692.28571428571,100.0
2021-08-11,California,State,Gamma,4.0,0.13,12.14285714285,0.451024089993
2021-08-11,California,State,Alpha,12.0,0.4,6.0,0.222858962114
2021-08-11,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-11,California,State,Omicron,0.0,0.0,0.28571428571,0.010612331529
2021-08-11,California,State,Other,3.0,0.1,11.0,0.408574763876
2021-08-11,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-11,California,State,Mu,5.0,0.17,7.71428571428,0.286532951289
2021-08-12,California,State,Mu,5.0,0.21,6.71428571428,0.262291422512
2021-08-12,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-12,California,State,Gamma,6.0,0.25,10.0,0.390646799487
2021-08-12,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-12,California,State,Delta,2393.0,99.29,2528.57142857142,98.777833584463
2021-08-12,California,State,Lambda,1.0,0.04,0.85714285714,0.033484011385
2021-08-12,California,State,Omicron,0.0,0.0,0.28571428571,0.011161337128
2021-08-12,California,State,Alpha,2.0,0.08,5.42857142857,0.212065405436
2021-08-12,California,State,Total,2410.0,100.0,2559.85714285714,100.0
2021-08-12,California,State,Other,3.0,0.12,8.0,0.312517439589
2021-08-13,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-13,California,State,Mu,3.0,0.16,5.42857142857,0.225599620043
2021-08-13,California,State,Alpha,2.0,0.11,4.57142857142,0.189978627404
2021-08-13,California,State,Gamma,6.0,0.32,8.0,0.332462597958
2021-08-13,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-13,California,State,Omicron,1.0,0.05,0.42857142857,0.017810496319
2021-08-13,California,State,Other,1.0,0.05,6.28571428571,0.261220612681
2021-08-13,California,State,Delta,1848.0,99.3,2380.85714285714,98.943243885063
2021-08-13,California,State,Lambda,0.0,0.0,0.71428571428,0.029684160532
2021-08-13,California,State,Total,1861.0,100.0,2406.28571428571,100.0
2021-08-14,California,State,Gamma,3.0,0.23,6.42857142857,0.281566762608
2021-08-14,California,State,Mu,3.0,0.23,4.42857142857,0.193968214241
2021-08-14,California,State,Delta,1268.0,99.22,2261.0,99.030158928795
2021-08-14,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-14,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-14,California,State,Total,1278.0,100.0,2283.14285714285,100.0
2021-08-14,California,State,Omicron,2.0,0.16,0.71428571428,0.031285195845
2021-08-14,California,State,Alpha,0.0,0.0,4.14285714285,0.181454135903
2021-08-14,California,State,Lambda,1.0,0.08,0.71428571428,0.031285195845
2021-08-14,California,State,Other,1.0,0.08,5.71428571428,0.250281566763
2021-08-15,California,State,Alpha,0.0,0.0,3.85714285714,0.171308927099
2021-08-15,California,State,Lambda,0.0,0.0,0.71428571428,0.031723875389
2021-08-15,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-15,California,State,Total,504.0,100.0,2251.57142857142,100.0
2021-08-15,California,State,Other,2.0,0.4,4.85714285714,0.215722352643
2021-08-15,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-15,California,State,Gamma,0.0,0.0,5.71428571428,0.253791003109
2021-08-15,California,State,Mu,1.0,0.2,4.42857142857,0.196688027409
2021-08-15,California,State,Delta,497.0,98.61,2230.71428571428,99.073662838652
2021-08-15,California,State,Omicron,4.0,0.79,1.28571428571,0.0571029757
2021-08-16,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-16,California,State,Gamma,2.0,0.09,4.28571428571,0.206682741991
2021-08-16,California,State,Other,9.0,0.4,4.14285714285,0.199793317258
2021-08-16,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-16,California,State,Delta,2217.0,99.24,2055.85714285714,99.145711333104
2021-08-16,California,State,Alpha,4.0,0.18,3.57142857142,0.172235618326
2021-08-16,California,State,Total,2234.0,100.0,2073.57142857142,100.0
2021-08-16,California,State,Mu,1.0,0.04,4.0,0.192903892525
2021-08-16,California,State,Omicron,1.0,0.04,1.28571428571,0.062004822597
2021-08-16,California,State,Lambda,0.0,0.0,0.42857142857,0.020668274199
2021-08-17,California,State,Total,1693.0,100.0,1849.85714285714,100.0
2021-08-17,California,State,Lambda,0.0,0.0,0.28571428571,0.015445208124
2021-08-17,California,State,Gamma,2.0,0.12,3.28571428571,0.177619893428
2021-08-17,California,State,Alpha,2.0,0.12,3.14285714285,0.169897289366
2021-08-17,California,State,Omicron,1.0,0.06,1.28571428571,0.069503436559
2021-08-17,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-17,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-17,California,State,Mu,1.0,0.06,2.71428571428,0.14672947718
2021-08-17,California,State,Other,5.0,0.3,3.42857142857,0.18534249749
2021-08-17,California,State,Delta,1682.0,99.35,1835.71428571428,99.235462197853
2021-08-18,California,State,Delta,1486.0,98.8,1627.28571428571,99.190177638454
2021-08-18,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-18,California,State,Mu,3.0,0.2,2.42857142857,0.148032044584
2021-08-18,California,State,Alpha,2.0,0.13,1.71428571428,0.104493207941
2021-08-18,California,State,Other,4.0,0.27,3.57142857142,0.217694183211
2021-08-18,California,State,Omicron,0.0,0.0,1.28571428571,0.078369905956
2021-08-18,California,State,Total,1504.0,100.0,1640.57142857142,100.0
2021-08-18,California,State,Lambda,2.0,0.13,0.57142857142,0.034831069314
2021-08-18,California,State,Gamma,7.0,0.47,3.71428571428,0.22640195054
2021-08-18,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-19,California,State,Gamma,5.0,0.33,3.57142857142,0.23627256403
2021-08-19,California,State,Alpha,2.0,0.13,1.71428571428,0.113410830734
2021-08-19,California,State,Total,1507.0,100.0,1511.57142857142,100.0
2021-08-19,California,State,Other,7.0,0.46,4.14285714285,0.274076174275
2021-08-19,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-19,California,State,Omicron,1.0,0.07,1.42857142857,0.094509025612
2021-08-19,California,State,Mu,0.0,0.0,1.71428571428,0.113410830734
2021-08-19,California,State,Epsilon,5.0,0.33,0.71428571428,0.047254512806
2021-08-19,California,State,Lambda,1.0,0.07,0.57142857142,0.037803610245
2021-08-19,California,State,Delta,1486.0,98.61,1497.71428571428,99.083262451564
2021-08-20,California,State,Mu,4.0,0.24,1.85714285714,0.12506012506
2021-08-20,California,State,Omicron,0.0,0.0,1.28571428571,0.08658008658
2021-08-20,California,State,Other,29.0,1.73,8.14285714285,0.548340548341
2021-08-20,California,State,Gamma,5.0,0.3,3.42857142857,0.23088023088
2021-08-20,California,State,Lambda,0.0,0.0,0.57142857142,0.03848003848
2021-08-20,California,State,Alpha,2.0,0.12,1.71428571428,0.11544011544
2021-08-20,California,State,Total,1675.0,100.0,1485.0,100.0
2021-08-20,California,State,Epsilon,5.0,0.3,1.42857142857,0.0962000962
2021-08-20,California,State,Delta,1630.0,97.31,1466.57142857142,98.759018759019
2021-08-20,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-21,California,State,Lambda,0.0,0.0,0.42857142857,0.029359953024
2021-08-21,California,State,Alpha,2.0,0.18,2.0,0.137013114112
2021-08-21,California,State,Total,1101.0,100.0,1459.71428571428,100.0
2021-08-21,California,State,Epsilon,0.0,0.0,1.42857142857,0.09786651008
2021-08-21,California,State,Delta,1090.0,99.0,1441.14285714285,98.727735368957
2021-08-21,California,State,Other,7.0,0.64,9.0,0.616559013506
2021-08-21,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-21,California,State,Gamma,0.0,0.0,3.0,0.205519671169
2021-08-21,California,State,Omicron,0.0,0.0,1.0,0.068506557056
2021-08-21,California,State,Mu,2.0,0.18,1.71428571428,0.117439812096
2021-08-22,California,State,Epsilon,0.0,0.0,1.42857142857,0.098328416912
2021-08-22,California,State,Alpha,0.0,0.0,2.0,0.137659783677
2021-08-22,California,State,Delta,451.0,98.9,1434.57142857142,98.74139626352
2021-08-22,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-22,California,State,Gamma,0.0,0.0,3.0,0.206489675516
2021-08-22,California,State,Mu,0.0,0.0,1.57142857142,0.108161258604
2021-08-22,California,State,Other,4.0,0.88,9.28571428571,0.639134709931
2021-08-22,California,State,Omicron,1.0,0.22,0.57142857142,0.039331366765
2021-08-22,California,State,Lambda,0.0,0.0,0.42857142857,0.029498525074
2021-08-22,California,State,Total,456.0,100.0,1452.85714285714,100.0
2021-08-23,California,State,Total,1978.0,100.0,1416.28571428571,100.0
2021-08-23,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-23,California,State,Delta,1963.0,99.24,1398.28571428571,98.729070002017
2021-08-23,California,State,Lambda,0.0,0.0,0.42857142857,0.030260238047
2021-08-23,California,State,Mu,0.0,0.0,1.42857142857,0.100867460157
2021-08-23,California,State,Omicron,0.0,0.0,0.42857142857,0.030260238047
2021-08-23,California,State,Alpha,3.0,0.15,1.85714285714,0.131127698205
2021-08-23,California,State,Epsilon,0.0,0.0,1.42857142857,0.100867460157
2021-08-23,California,State,Other,10.0,0.51,9.42857142857,0.665725237039
2021-08-23,California,State,Gamma,2.0,0.1,3.0,0.21182166633
2021-08-24,California,State,Omicron,1.0,0.05,0.42857142857,0.029594554602
2021-08-24,California,State,Other,50.0,2.61,15.85714285714,1.094998520272
2021-08-24,California,State,Alpha,0.0,0.0,1.57142857142,0.108513366874
2021-08-24,California,State,Mu,1.0,0.05,1.42857142857,0.09864851534
2021-08-24,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-24,California,State,Epsilon,0.0,0.0,1.42857142857,0.09864851534
2021-08-24,California,State,Delta,1862.0,97.18,1424.0,98.332840090757
2021-08-24,California,State,Lambda,0.0,0.0,0.42857142857,0.029594554602
2021-08-24,California,State,Gamma,2.0,0.1,3.0,0.207161882214
2021-08-24,California,State,Total,1916.0,100.0,1448.14285714285,100.0
2021-08-25,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-25,California,State,Gamma,3.0,0.21,2.42857142857,0.169305846031
2021-08-25,California,State,Omicron,0.0,0.0,0.42857142857,0.029877502241
2021-08-25,California,State,Alpha,1.0,0.07,1.42857142857,0.099591674136
2021-08-25,California,State,Total,1408.0,100.0,1434.42857142857,100.0
2021-08-25,California,State,Epsilon,0.0,0.0,1.42857142857,0.099591674136
2021-08-25,California,State,Lambda,1.0,0.07,0.28571428571,0.019918334827
2021-08-25,California,State,Delta,1397.0,99.22,1411.28571428571,98.386614878996
2021-08-25,California,State,Other,6.0,0.43,16.14285714285,1.125385917737
2021-08-25,California,State,Mu,0.0,0.0,1.0,0.069714171895
2021-08-26,California,State,Other,11.0,0.84,16.71428571428,1.187817258883
2021-08-26,California,State,Alpha,1.0,0.08,1.28571428571,0.091370558376
2021-08-26,California,State,Total,1316.0,100.0,1407.14285714285,100.0
2021-08-26,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-26,California,State,Lambda,0.0,0.0,0.14285714285,0.010152284264
2021-08-26,California,State,Gamma,2.0,0.15,2.0,0.142131979695
2021-08-26,California,State,Omicron,0.0,0.0,0.28571428571,0.020304568528
2021-08-26,California,State,Delta,1301.0,98.86,1384.85714285714,98.416243654822
2021-08-26,California,State,Mu,1.0,0.08,1.14285714285,0.081218274112
2021-08-26,California,State,Epsilon,0.0,0.0,0.71428571428,0.05076142132
2021-08-27,California,State,Alpha,2.0,0.15,1.28571428571,0.095006861607
2021-08-27,California,State,Total,1298.0,100.0,1353.28571428571,100.0
2021-08-27,California,State,Delta,1279.0,98.54,1334.71428571428,98.627678665681
2021-08-27,California,State,Gamma,1.0,0.08,1.42857142857,0.105563179563
2021-08-27,California,State,Lambda,0.0,0.0,0.14285714285,0.010556317956
2021-08-27,California,State,Other,15.0,1.16,14.71428571428,1.087300749499
2021-08-27,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-27,California,State,Mu,0.0,0.0,0.57142857142,0.042225271825
2021-08-27,California,State,Omicron,1.0,0.08,0.42857142857,0.031668953869
2021-08-27,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-28,California,State,Gamma,0.0,0.0,1.42857142857,0.106258633514
2021-08-28,California,State,Mu,0.0,0.0,0.28571428571,0.021251726703
2021-08-28,California,State,Alpha,1.0,0.1,1.14285714285,0.085006906811
2021-08-28,California,State,Lambda,0.0,0.0,0.14285714285,0.010625863351
2021-08-28,California,State,Delta,1037.0,99.81,1327.14285714285,98.714270534481
2021-08-28,California,State,Total,1039.0,100.0,1344.42857142857,100.0
2021-08-28,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-28,California,State,Other,1.0,0.1,13.85714285714,1.030708745086
2021-08-28,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-28,California,State,Omicron,0.0,0.0,0.42857142857,0.031877590054
2021-08-29,California,State,Mu,0.0,0.0,0.28571428571,0.021258503401
2021-08-29,California,State,Delta,449.0,99.12,1326.85714285714,98.724489795918
2021-08-29,California,State,Alpha,0.0,0.0,1.14285714285,0.085034013605
2021-08-29,California,State,Gamma,0.0,0.0,1.42857142857,0.106292517007
2021-08-29,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-29,California,State,Other,4.0,0.88,13.85714285714,1.031037414966
2021-08-29,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-29,California,State,Lambda,0.0,0.0,0.14285714285,0.010629251701
2021-08-29,California,State,Omicron,0.0,0.0,0.28571428571,0.021258503401
2021-08-29,California,State,Total,453.0,100.0,1344.0,100.0
2021-08-30,California,State,Gamma,0.0,0.0,1.14285714285,0.088869140191
2021-08-30,California,State,Omicron,0.0,0.0,0.28571428571,0.022217285048
2021-08-30,California,State,Alpha,0.0,0.0,0.71428571428,0.055543212619
2021-08-30,California,State,Other,47.0,2.99,19.14285714285,1.4885580982
2021-08-30,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-30,California,State,Mu,1.0,0.06,0.42857142857,0.033325927572
2021-08-30,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-30,California,State,Total,1572.0,100.0,1286.0,100.0
2021-08-30,California,State,Lambda,0.0,0.0,0.14285714285,0.011108642524
2021-08-30,California,State,Delta,1524.0,96.95,1264.14285714285,98.300377693846
2021-08-31,California,State,Alpha,3.0,0.17,1.14285714285,0.090723520073
2021-08-31,California,State,Delta,1709.0,98.67,1242.28571428571,98.616466318893
2021-08-31,California,State,Other,18.0,1.04,14.57142857142,1.156724880925
2021-08-31,California,State,Lambda,0.0,0.0,0.14285714285,0.011340440009
2021-08-31,California,State,Beta,0.0,0.0,0.0,0.0
2021-08-31,California,State,Total,1732.0,100.0,1259.71428571428,100.0
2021-08-31,California,State,Mu,0.0,0.0,0.28571428571,0.022680880018
2021-08-31,California,State,Omicron,1.0,0.06,0.28571428571,0.022680880018
2021-08-31,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-08-31,California,State,Gamma,1.0,0.06,1.0,0.079383080064
2021-09-01,California,State,Gamma,0.0,0.0,0.57142857142,0.045850527281
2021-09-01,California,State,Other,5.0,0.38,14.42857142857,1.157725813847
2021-09-01,California,State,Mu,2.0,0.15,0.57142857142,0.045850527281
2021-09-01,California,State,Omicron,1.0,0.08,0.42857142857,0.034387895461
2021-09-01,California,State,Delta,1306.0,99.39,1229.28571428571,98.635946813388
2021-09-01,California,State,Total,1314.0,100.0,1246.28571428571,100.0
2021-09-01,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-01,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-01,California,State,Alpha,0.0,0.0,1.0,0.080238422742
2021-09-01,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-02,California,State,Gamma,0.0,0.0,0.28571428571,0.023169601483
2021-09-02,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-02,California,State,Alpha,2.0,0.16,1.14285714285,0.092678405931
2021-09-02,California,State,Mu,0.0,0.0,0.42857142857,0.034754402224
2021-09-02,California,State,Omicron,1.0,0.08,0.57142857142,0.046339202966
2021-09-02,California,State,Other,4.0,0.33,13.42857142857,1.088971269694
2021-09-02,California,State,Delta,1217.0,99.43,1217.28571428571,98.714087117702
2021-09-02,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-02,California,State,Total,1224.0,100.0,1233.14285714285,100.0
2021-09-02,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-03,California,State,Gamma,0.0,0.0,0.14285714285,0.012271444349
2021-09-03,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-03,California,State,Mu,1.0,0.12,0.57142857142,0.049085777396
2021-09-03,California,State,Total,815.0,100.0,1164.14285714285,100.0
2021-09-03,California,State,Delta,799.0,98.04,1148.71428571428,98.674684010308
2021-09-03,California,State,Omicron,2.0,0.25,0.71428571428,0.061357221745
2021-09-03,California,State,Alpha,1.0,0.12,1.0,0.085900110443
2021-09-03,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-03,California,State,Other,12.0,1.47,13.0,1.116701435759
2021-09-03,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-04,California,State,Delta,999.0,97.46,1143.28571428571,98.377381684081
2021-09-04,California,State,Omicron,1.0,0.1,0.85714285714,0.073755377996
2021-09-04,California,State,Gamma,1.0,0.1,0.28571428571,0.024585125999
2021-09-04,California,State,Mu,1.0,0.1,0.71428571428,0.061462814997
2021-09-04,California,State,Total,1025.0,100.0,1162.14285714285,100.0
2021-09-04,California,State,Other,22.0,2.15,16.0,1.376767055931
2021-09-04,California,State,Alpha,1.0,0.1,1.0,0.086047940996
2021-09-04,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-04,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-04,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-05,California,State,Total,634.0,100.0,1188.0,100.0
2021-09-05,California,State,Omicron,0.0,0.0,0.85714285714,0.07215007215
2021-09-05,California,State,Gamma,0.0,0.0,0.28571428571,0.02405002405
2021-09-05,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-05,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-05,California,State,Delta,607.0,95.74,1165.85714285714,98.136123136123
2021-09-05,California,State,Other,26.0,4.1,19.14285714285,1.611351611352
2021-09-05,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-05,California,State,Alpha,0.0,0.0,1.0,0.084175084175
2021-09-05,California,State,Mu,1.0,0.16,0.85714285714,0.07215007215
2021-09-06,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-06,California,State,Mu,0.0,0.0,0.71428571428,0.065893516078
2021-09-06,California,State,Total,844.0,100.0,1084.0,100.0
2021-09-06,California,State,Other,28.0,3.32,16.42857142857,1.515550869794
2021-09-06,California,State,Gamma,1.0,0.12,0.42857142857,0.039536109647
2021-09-06,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-06,California,State,Omicron,0.0,0.0,0.85714285714,0.079072219294
2021-09-06,California,State,Delta,815.0,96.56,1064.57142857142,98.207696362678
2021-09-06,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-06,California,State,Alpha,0.0,0.0,1.0,0.092250922509
2021-09-07,California,State,Gamma,0.0,0.0,0.28571428571,0.025660764691
2021-09-07,California,State,Total,1938.0,100.0,1113.42857142857,100.0
2021-09-07,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-07,California,State,Omicron,1.0,0.05,0.85714285714,0.076982294072
2021-09-07,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-07,California,State,Mu,0.0,0.0,0.71428571428,0.064151911727
2021-09-07,California,State,Alpha,0.0,0.0,0.57142857142,0.051321529382
2021-09-07,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-07,California,State,Other,78.0,4.02,25.0,2.245316910444
2021-09-07,California,State,Delta,1859.0,95.92,1086.0,97.536566589684
2021-09-08,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-08,California,State,Alpha,1.0,0.06,0.71428571428,0.061743640405
2021-09-08,California,State,Total,1618.0,100.0,1156.85714285714,100.0
2021-09-08,California,State,Omicron,2.0,0.12,1.0,0.086441096567
2021-09-08,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-08,California,State,Delta,1586.0,98.02,1126.0,97.332674734502
2021-09-08,California,State,Mu,0.0,0.0,0.42857142857,0.037046184243
2021-09-08,California,State,Gamma,3.0,0.19,0.71428571428,0.061743640405
2021-09-08,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-08,California,State,Other,26.0,1.61,28.0,2.420350703878
2021-09-09,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-09,California,State,Total,1457.0,100.0,1190.14285714285,100.0
2021-09-09,California,State,Alpha,0.0,0.0,0.42857142857,0.036010082823
2021-09-09,California,State,Mu,0.0,0.0,0.42857142857,0.036010082823
2021-09-09,California,State,Other,7.0,0.48,28.42857142857,2.388668827272
2021-09-09,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-09,California,State,Gamma,1.0,0.07,0.85714285714,0.072020165646
2021-09-09,California,State,Omicron,1.0,0.07,1.0,0.084023526587
2021-09-09,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-09,California,State,Delta,1448.0,99.38,1159.0,97.383267314848
2021-09-10,California,State,Other,11.0,0.8,28.28571428571,2.225469259301
2021-09-10,California,State,Alpha,1.0,0.07,0.42857142857,0.033719231202
2021-09-10,California,State,Mu,0.0,0.0,0.28571428571,0.022479487468
2021-09-10,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-10,California,State,Omicron,1.0,0.07,0.85714285714,0.067438462403
2021-09-10,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-10,California,State,Delta,1368.0,99.06,1240.28571428571,97.583455097224
2021-09-10,California,State,Total,1381.0,100.0,1271.0,100.0
2021-09-10,California,State,Gamma,0.0,0.0,0.85714285714,0.067438462403
2021-09-10,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-11,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-11,California,State,Omicron,1.0,0.11,0.85714285714,0.06850097043
2021-09-11,California,State,Other,1.0,0.11,25.28571428571,2.020778627697
2021-09-11,California,State,Alpha,0.0,0.0,0.28571428571,0.02283365681
2021-09-11,California,State,Mu,0.0,0.0,0.14285714285,0.011416828405
2021-09-11,California,State,Total,887.0,100.0,1251.28571428571,100.0
2021-09-11,California,State,Delta,885.0,99.77,1224.0,97.819385774632
2021-09-11,California,State,Gamma,0.0,0.0,0.71428571428,0.057084142025
2021-09-11,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-11,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-12,California,State,Mu,0.0,0.0,0.0,0.0
2021-09-12,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-12,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-12,California,State,Delta,335.0,98.53,1185.14285714285,98.003544004725
2021-09-12,California,State,Omicron,1.0,0.29,1.0,0.082693443591
2021-09-12,California,State,Alpha,0.0,0.0,0.28571428571,0.023626698169
2021-09-12,California,State,Other,4.0,1.18,22.14285714285,1.831069108092
2021-09-12,California,State,Gamma,0.0,0.0,0.71428571428,0.059066745422
2021-09-12,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-12,California,State,Total,340.0,100.0,1209.28571428571,100.0
2021-09-13,California,State,Mu,0.0,0.0,0.0,0.0
2021-09-13,California,State,Gamma,0.0,0.0,0.57142857142,0.042189642443
2021-09-13,California,State,Omicron,4.0,0.22,1.57142857142,0.116021516718
2021-09-13,California,State,Other,25.0,1.34,21.71428571428,1.603206412826
2021-09-13,California,State,Delta,1831.0,98.44,1330.28571428571,98.217487606793
2021-09-13,California,State,Epsilon,0.0,0.0,0.0,0.0
2021-09-13,California,State,Lambda,0.0,0.0,0.0,0.0
2021-09-13,California,State,Alpha,0.0,0.0,0.28571428571,0.021094821221
2021-09-13,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-13,California,State,Total,1860.0,100.0,1354.42857142857,100.0
2021-09-14,California,State,Beta,0.0,0.0,0.0,0.0
2021-09-14,California,State,Alpha,0.0,0.0,0.28571428571,0.022609088854
2021-09-14,California,State,Gamma,0.0,0.0,0.57142857142,0.045218177707
2021-09-14,California,State,Delta,1286.0,98.7,1248.42857142857,98.790413746326
2021-09-14,California,State,Omicron,1.0,0.08,1.57142857142,0.124349988695
2021-09-14,California,State,Lambda,0.0,0.0,0.0,0.0
